1462795663332592	925	4e	96	44	01	30	0e	59985
1462795663348188	927	9d	01	2a	00	02	00	60060
1462795663348304	928	c6	ef	58	dd	eb	1b	60181
1462795663348417	929	f0	ae	c0	8e	a1	02	60302
1462795663359641	931	77	e8	28	83	0a	63	60423
1462795663359745	932	c9	f5	aa	02	20	d9	60544
1462795663360593	934	31	77	2d	6a	c2	d0	60665
1462795663377495	936	1e	4f	58	b9	24	d9	60784
1462795663377598	937	df	b6	61	70	cc	97	60903
1462795663387500	939	4e	96	44	01	30	0e	61022
1462795663403160	941	9d	01	2a	00	02	00	61095
1462795663403302	942	c6	ef	58	dd	eb	1b	61214
1462795663403409	943	f0	ae	c0	8e	a1	02	61333
1462795663406551	945	77	e8	28	83	0a	63	61452
1462795663406688	946	c9	f5	aa	02	20	d9	61571
1462795663415510	950	31	77	2d	6a	c2	d0	61690
1462795663432516	952	1e	4f	58	b9	24	d9	61809
1462795663432617	953	df	b6	61	70	cc	97	61928
1462795663434515	955	4e	96	44	01	30	0e	62047
1462795663460401	957	9d	01	2a	00	02	00	62120
1462795663460550	958	c6	ef	58	dd	eb	1b	62239
1462795663460663	959	f0	ae	c0	8e	a1	02	62358
1462795663461566	961	77	e8	28	83	0a	63	62477
1462795663461677	962	c9	f5	aa	02	20	d9	62596
1462795663462622	964	31	77	2d	6a	c2	d0	62715
1462795663489640	966	1e	4f	58	b9	24	d9	62834
1462795663489740	967	df	b6	61	70	cc	97	62953
1462795663489890	968	4e	96	44	01	30	0e	63072
1462795663512862	971	9d	01	2a	00	02	00	63145
1462795663513005	972	bb	d6	37	7a	c6	ef	63264
1462795663513121	973	7e	ff	60	65	a7	45	63383
1462795663513228	974	03	98	b0	a2	07	81	63502
1462795663518555	976	3f	90	57	e8	f2	3f	63621
1462795663518668	977	25	37	47	a6	7f	eb	63740
1462795663519462	979	62	0b	94	f4	0c	31	63859
1462795663541658	981	50	1d	4c	e7	90	c1	63978
1462795663541765	982	28	68	93	c6	76	49	64097
1462795663564046	985	9d	01	2a	00	02	00	64151
1462795663564163	986	43	ea	08	7d	41	0f	64270
1462795663564270	987	d5	c0	98	ce	95	7c	64389
1462795663564374	988	71	23	6b	f5	40	6f	64508
1462795663569627	990	9a	b3	8f	4a	01	88	64627
1462795663569729	991	3d	40	ab	76	0b	4e	64746
1462795663570622	993	c8	c4	0d	25	c5	59	64865
1462795663593626	995	56	a7	f8	67	f9	cd	64984
1462795663593728	996	33	69	d3	3d	68	74	65103
1462795663612168	999	9d	01	2a	00	02	00	65171
1462795663612312	1000	43	ea	08	7d	41	0f	65290
1462795663612452	1001	d5	c0	98	ce	95	7c	65409
1462795663612560	1002	71	23	6b	f5	40	6f	65528
1462795663612662	1003	9a	b3	8f	4a	01	88	65647
1462795663621572	1005	3d	40	ab	76	0b	4e	65766
1462795663621678	1006	c8	c4	0d	25	c5	59	65885
1462795663622585	1008	56	a7	f8	67	f9	cd	66004
1462795663641574	1010	33	69	d3	3d	68	74	66123
1462795663661578	1014	9d	01	2a	00	02	00	66191
1462795663661730	1015	43	ea	08	7d	41	0f	66310
1462795663661847	1016	d5	c0	98	ce	95	7c	66429
1462795663661998	1017	71	23	6b	f5	40	6f	66548
1462795663662130	1018	9a	b3	8f	4a	01	88	66667
1462795663662261	1019	3d	40	ab	76	0b	4e	66786
1462795663662384	1020	c8	c4	0d	25	c5	59	66905
1462795663669585	1022	56	a7	f8	67	f9	cd	67024
1462795663690644	1024	33	69	d3	3d	68	74	67143
1462795663708495	1028	9d	01	2a	00	02	00	67213
1462795663708641	1029	43	ea	08	7d	41	0f	67334
1462795663708773	1030	d5	c0	98	ce	95	7c	67455
1462795663708903	1031	71	23	6b	f5	40	6f	67576
1462795663709052	1032	9a	b3	8f	4a	01	88	67697
1462795663709189	1033	3d	40	ab	76	0b	4e	67818
1462795663709317	1034	c8	c4	0d	25	c5	59	67939
1462795663718551	1036	56	a7	f8	67	f9	cd	68060
1462795663737642	1038	33	69	d3	3d	68	74	68181
1462795663748021	1042	c8	c4	0d	25	c5	59	68251
1462795663756241	1043	9d	01	2a	00	02	00	68372
1462795663756437	1044	43	ea	08	7d	41	0f	68493
1462795663756546	1045	d5	c0	98	ce	95	7c	68614
1462795663784568	1049	71	23	6b	f5	40	6f	68735
1462795663784714	1050	9a	b3	8f	4a	01	88	68856
1462795663785566	1052	3d	40	ab	76	0b	4e	68977
1462795663786471	1054	c8	c4	0d	25	c5	59	69098
1462795663812579	1056	56	a7	f8	67	f9	cd	69219
1462795663813547	1058	33	69	d3	3d	68	74	69340
1462795663814566	1060	64	8c	4f	1b	11	bb	69461
1462795663815573	1062	f6	f2	19	6b	a9	bf	69582
1462795663840581	1064	10	f2	a9	6d	00	c9	69703
1462795663841574	1066	fd	47	db	d9	4c	78	69824
1462795663842579	1068	01	46	1d	d6	0f	66	69945
1462795663868581	1070	6d	63	e6	fd	6a	88	70066
1462795663868706	1071	4c	00	76	15	6f	09	70187
1462795663870576	1073	be	c7	05	b2	84	fe	70308
1462795663870719	1074	7b	ff	a5	fd	e3	dc	70429
1462795663897591	1076	73	12	95	e9	47	e5	70548
1462795663897692	1077	5b	2c	b3	d3	c2	da	70667
1462795663897837	1078	29	19	4b	0d	77	ba	70786
1462795663899588	1080	d8	49	02	df	2b	c0	70905
1462795663899733	1081	66	82	97	73	ed	3f	71024
1462795663926586	1085	5e	4c	8c	d1	c2	0c	71143
1462795663926688	1086	53	f7	92	78	6f	3a	71262
1462795663927581	1088	7c	43	e5	4b	83	a3	71381
1462795663927684	1089	51	e2	53	8c	d6	f5	71500
1462795663954606	1091	3d	c5	c9	57	7b	24	71619
1462795663954736	1092	56	eb	30	3b	51	f8	71738
1462795663956598	1094	cf	59	ae	c5	ac	d1	71857
1462795663956709	1095	51	3c	b7	7b	b6	8d	71976
1462795663982605	1097	22	b0	ae	4f	39	fb	72095
1462795663982706	1098	d7	67	dc	55	6a	69	72214
1462795663984596	1100	96	7a	b3	f1	a0	31	72333
1462795663984718	1101	21	f5	04	3e	a0	87	72452
1462795663984858	1102	b7	83	86	4d	95	3c	72571
1462795664010607	1104	ce	43	34	0d	d3	7d	72690
1462795664010712	1105	a7	1d	4b	45	79	44	72809
1462795664013573	1107	2a	5b	5c	30	e2	4a	72928
1462795664013673	1108	47	2d	01	53	3c	93	73047
1462795664013798	1109	58	7d	87	8a	a6	0b	73166
1462795664013925	1110	3c	38	53	c1	26	a8	73285
1462795664041520	1112	d8	70	dd	27	c9	e3	73404
1462795664041656	1113	35	7a	ae	d0	df	2e	73523
1462795664042503	1115	4f	bb	f0	80	6f	8b	73642
1462795664042569	1117	a7	1d	4b	45	79	44	73761
1462795664069615	1120	8f	f4	a5	8f	7c	3d	73880
1462795664070595	1122	58	e9	c0	e7	3b	41	73999
1462795664071579	1124	09	b6	3b	16	c0	66	74118
1462795664072575	1126	91	2f	37	8a	b9	a8	74237
1462795664097627	1128	86	18	69	35	bf	42	74356
1462795664097779	1129	a4	7a	4c	7a	2d	48	74475
1462795664098617	1131	fd	41	ea	47	d7	c4	74594
1462795664099611	1133	73	69	8c	6b	27	b6	74713
1462795664100609	1135	0e	c5	87	c3	08	e5	74832
1462795664100733	1136	21	93	30	74	49	59	74951
1462795664125619	1138	2b	4c	7f	ac	19	42	75070
1462795664127622	1140	21	27	85	a3	30	9b	75189
1462795664127749	1141	4f	bd	14	1e	8c	d3	75308
1462795664128605	1143	be	b2	56	38	12	a3	75427
1462795664129627	1145	a1	ff	9b	c4	22	4a	75546
1462795664130517	1147	b9	af	99	c6	09	16	75665
1462795664153630	1149	2f	13	f0	17	67	24	75784
1462795664155625	1151	2a	80	63	ef	53	c6	75903
1462795664157630	1153	51	f2	8a	1d	38	f6	76022
1462795664157737	1154	9d	77	94	e6	b7	f8	76141
1462795664159608	1156	36	f6	1d	f2	8d	1d	76260
1462795664159754	1157	09	26	38	1a	5f	c8	76379
1462795664183630	1159	fe	35	b0	2d	6e	6a	76498
1462795664183738	1160	10	80	cf	f1	19	81	76617
1462795664186653	1162	9d	01	2a	00	02	00	76666
1462795664186776	1163	58	dd	eb	1b	bd	63	76785
1462795664188639	1165	19	5c	2c	4e	c9	28	76904
1462795664188774	1166	e8	b9	4b	a2	80	ee	77023
1462795664212638	1168	85	72	e5	84	6a	db	77142
1462795664212755	1169	0d	87	09	e8	cb	a1	77261
1462795664215637	1171	a2	91	16	46	13	b8	77380
1462795664215737	1172	9d	d5	e8	14	80	61	77499
1462795664217604	1174	a8	52	d6	df	bb	33	77618
1462795664228726	1175	9d	01	2a	00	02	00	77708
1462795664241641	1177	58	dd	eb	1b	bd	63	77827
1462795664241739	1178	19	5c	2c	4e	c9	28	77946
1462795664244635	1180	e8	b9	4b	a2	80	ee	78065
1462795664244736	1181	85	72	e5	84	6a	db	78184
1462795664245632	1183	0d	87	09	e8	cb	a1	78303
1462795664269648	1185	a2	91	16	46	13	b8	78424
1462795664269757	1186	9d	d5	e8	14	80	61	78545
1462795664272638	1188	a8	52	d6	df	bb	33	78666
1462795664282572	1190	9d	01	2a	00	02	00	78758
1462795664282783	1191	58	dd	eb	1b	bd	63	78879
1462795664282895	1192	19	5c	2c	4e	c9	28	79000
1462795664283007	1193	e8	b9	4b	a2	80	ee	79121
1462795664298652	1195	85	72	e5	84	6a	db	79242
1462795664298756	1196	0d	87	09	e8	cb	a1	79363
1462795664300615	1198	a2	91	16	46	13	b8	79484
1462795664311650	1200	9d	d5	e8	14	80	61	79605
1462795664311751	1201	a8	52	d6	df	bb	33	79726
1462795664334532	1204	9d	01	2a	00	02	00	79818
1462795664334766	1205	58	dd	eb	1b	bd	63	79939
1462795664334878	1206	19	5c	2c	4e	c9	28	80060
1462795664334983	1207	e8	b9	4b	a2	80	ee	80181
1462795664339652	1209	85	72	e5	84	6a	db	80302
1462795664339776	1210	0d	87	09	e8	cb	a1	80423
1462795664340654	1212	a2	91	16	46	13	b8	80544
1462795664362672	1214	9d	d5	e8	14	80	61	80665
1462795664363615	1216	a8	52	d6	df	bb	33	80786
1462795664364512	1218	9d	01	2a	00	02	00	80878
1462795664393347	1225	9d	01	2a	00	02	00	80999
1462795664393499	1226	58	dd	eb	1b	bd	63	81120
1462795664393662	1227	19	5c	2c	4e	c9	28	81241
1462795664393814	1228	e8	b9	4b	a2	80	ee	81362
1462795664421648	1232	85	72	e5	84	6a	db	81481
1462795664421771	1233	0d	87	09	e8	cb	a1	81600
1462795664422651	1235	a2	91	16	46	13	b8	81719
1462795664423549	1237	9d	d5	e8	14	80	61	81838
1462795664423667	1239	a8	52	d6	df	bb	33	81957
1462795664429166	1240	9d	01	2a	00	02	00	82047
1462795664449681	1242	58	dd	eb	1b	bd	63	82166
1462795664450673	1244	19	5c	2c	4e	c9	28	82285
1462795664451687	1246	e8	b9	4b	a2	80	ee	82404
1462795664452683	1248	85	72	e5	84	6a	db	82523
1462795664453614	1250	0d	87	09	e8	cb	a1	82642
1462795664457670	1252	a2	91	16	46	13	b8	82761
1462795664477675	1254	9d	d5	e8	14	80	61	82880
1462795664478669	1256	a8	52	d6	df	bb	33	82999
1462795664485532	1258	9d	01	2a	00	02	00	83089
1462795664485732	1260	58	dd	eb	1b	bd	63	83208
1462795664485839	1261	19	5c	2c	4e	c9	28	83327
1462795664505684	1263	85	72	e5	84	6a	db	83446
1462795664513681	1266	e8	b9	4b	a2	80	ee	83565
1462795664514682	1268	85	72	e5	84	6a	db	83684
1462795664515578	1270	0d	87	09	e8	cb	a1	83803
1462795664533688	1272	a2	91	16	46	13	b8	83922
1462795664541680	1274	9d	d5	e8	14	80	61	84041
1462795664541810	1275	a8	52	d6	df	bb	33	84160
1462795664542647	1277	e8	c0	9d	18	13	a2	84279
1462795664543692	1279	80	33	e9	bf	5f	b1	84398
1462795664561686	1281	d0	d4	46	a1	35	a5	84517
1462795664569687	1283	0a	7c	83	76	40	02	84636
1462795664570709	1285	15	05	8e	eb	d6	82	84755
1462795664571698	1287	7c	a5	2b	74	4c	44	84874
1462795664572685	1289	a3	fe	2d	71	32	53	84993
1462795664589692	1291	81	52	0a	c3	66	ab	85112
1462795664597687	1293	e0	67	d0	27	d5	1a	85231
1462795664598683	1295	11	64	a1	1c	c7	c2	85350
1462795664599670	1297	eb	36	f6	a3	f3	0a	85469
1462795664617696	1299	83	ab	17	55	68	12	85588
1462795664617806	1300	ea	6a	26	b3	a6	48	85707
1462795664617934	1301	a8	16	39	6c	1d	f3	85826
1462795664626696	1303	7e	ec	32	13	01	c6	85945
1462795664626800	1304	f0	20	8c	fb	0b	32	86064
1462795664645697	1306	47	06	fc	1d	3e	30	86183
1462795664645803	1307	54	c6	61	ac	b7	5b	86302
1462795664646698	1309	9d	01	2a	00	02	00	86335
1462795664646802	1310	46	04	e8	c0	9d	18	86454
1462795664654697	1312	52	01	34	77	56	33	86573
1462795664673707	1314	d5	30	7e	8d	89	00	86692
1462795664674707	1316	7e	ec	32	13	01	c6	86811
1462795664676574	1319	cd	a7	67	27	26	28	86930
1462795664682703	1321	14	2c	6a	e8	ca	8f	87049
1462795664702707	1324	01	89	56	ac	0a	8f	87168
1462795664702853	1325	db	52	97	09	9e	90	87287
1462795664704547	1327	32	8e	69	8e	5e	cd	87406
1462795664704666	1328	8c	09	d1	81	3a	30	87525
1462795664710705	1330	98	6c	61	55	a2	48	87644
1462795664730712	1332	b5	91	9c	80	3c	b4	87763
1462795664731731	1334	11	b0	d7	a6	9d	3a	87882
1462795664731836	1335	44	cf	75	d7	05	74	88001
1462795664732682	1337	f8	ed	4a	01	fb	1a	88120
1462795664733708	1339	8a	31	54	d5	78	af	88239
1462795664738712	1341	3b	a9	34	18	7b	37	88358
1462795664758711	1343	22	32	d7	c2	8c	cb	88477
1462795664759715	1345	15	97	69	8c	ac	80	88596
1462795664760682	1347	ca	cd	ec	45	4c	ad	88715
1462795664761714	1349	5c	a1	4f	20	56	9d	88834
1462795664762717	1351	53	91	60	38	a1	10	88953
1462795664786720	1353	3f	c1	e0	56	e9	c6	89072
1462795664786826	1354	3a	3b	79	56	95	90	89191
1462795664788723	1356	f5	36	5b	f9	ff	97	89310
1462795664788823	1357	6f	4e	42	7d	25	e0	89429
1462795664790725	1359	4a	2d	e7	40	36	1c	89548
1462795664807731	1360	9d	01	2a	00	02	00	89582
1462795664815727	1362	46	04	e8	c0	9d	18	89701
1462795664815831	1363	52	01	34	77	56	33	89820
1462795664817726	1365	d5	30	7e	8d	89	00	89939
1462795664817828	1366	cd	a7	67	27	26	28	90058
1462795664818743	1368	14	2c	6a	e8	ca	8f	90177
1462795664843726	1370	01	89	56	ac	0a	8f	90296
1462795664843833	1371	db	52	97	09	9e	90	90415
1462795664845732	1373	32	8e	69	8e	5e	cd	90534
1462795664859736	1375	9d	01	2a	00	02	00	90627
1462795664859927	1376	46	04	e8	c0	9d	18	90748
1462795664860043	1377	52	01	34	77	56	33	90869
1462795664872732	1379	d5	30	7e	8d	89	00	90990
1462795664872871	1380	cd	a7	67	27	26	28	91111
1462795664873730	1382	14	2c	6a	e8	ca	8f	91232
1462795664888738	1384	01	89	56	ac	0a	8f	91353
1462795664888848	1385	db	52	97	09	9e	90	91474
1462795664900721	1387	32	8e	69	8e	5e	cd	91595
1462795664908895	1389	9d	01	2a	00	02	00	91688
1462795664909076	1390	46	04	e8	c0	9d	18	91809
1462795664909237	1391	52	01	34	77	56	33	91930
1462795664917744	1395	d5	30	7e	8d	89	00	92049
1462795664917849	1396	cd	a7	67	27	26	28	92168
1462795664917956	1397	14	2c	6a	e8	ca	8f	92287
1462795664928740	1399	01	89	56	ac	0a	8f	92406
1462795664937739	1401	db	52	97	09	9e	90	92525
1462795664937836	1402	32	8e	69	8e	5e	cd	92644
1462795664957071	1405	9d	01	2a	00	02	00	92735
1462795664957264	1406	46	04	e8	c0	9d	18	92854
1462795664957379	1407	52	01	34	77	56	33	92973
1462795664957522	1408	d5	30	7e	8d	89	00	93092
1462795664965748	1410	cd	a7	67	27	26	28	93211
1462795664965852	1411	14	2c	6a	e8	ca	8f	93330
1462795664966747	1413	01	89	56	ac	0a	8f	93449
1462795664985754	1415	db	52	97	09	9e	90	93568
1462795664985855	1416	32	8e	69	8e	5e	cd	93687
1462795665007185	1419	9d	01	2a	00	02	00	93778
1462795665007337	1420	1b	6a	29	54	c6	da	93897
1462795665007506	1421	79	2b	4e	8d	df	26	94016
1462795665007642	1422	a7	8b	a7	46	59	15	94135
1462795665013753	1424	47	88	61	dc	6a	73	94254
1462795665013856	1425	39	dc	95	f1	33	37	94373
1462795665013981	1426	12	f2	52	64	9c	00	94492
1462795665014756	1428	53	ec	a2	ed	c6	81	94611
1462795665035758	1430	7b	50	eb	ce	76	ad	94730
1462795665061454	1434	9d	01	2a	00	02	00	94796
1462795665061664	1435	21	70	cb	c7	c8	5c	94915
1462795665061833	1436	be	e6	1e	90	ab	9d	95034
1462795665061966	1437	ca	91	5c	82	56	0e	95153
1462795665062119	1438	7f	45	40	8b	f7	58	95272
1462795665062250	1439	00	bb	33	81	ab	60	95391
1462795665062357	1440	ad	84	31	80	fe	36	95510
1462795665063758	1442	36	8a	e4	b7	6f	e5	95629
1462795665090765	1444	41	bf	ca	96	3a	f4	95748
1462795665117152	1447	9d	01	2a	00	02	00	95821
1462795665117348	1448	21	70	cb	c7	c8	5c	95940
1462795665117487	1449	be	e6	1e	90	ab	9d	96059
1462795665117606	1450	ca	91	5c	82	56	0e	96178
1462795665117756	1451	7f	45	40	8b	f7	58	96297
1462795665117862	1452	00	bb	33	81	ab	60	96416
1462795665118775	1454	ad	84	31	80	fe	36	96535
1462795665118879	1455	36	8a	e4	b7	6f	e5	96654
1462795665145773	1457	41	bf	ca	96	3a	f4	96773
1462795665170325	1461	9d	01	2a	00	02	00	96846
1462795665170527	1462	21	70	cb	c7	c8	5c	96965
1462795665170660	1463	be	e6	1e	90	ab	9d	97084
1462795665170804	1464	ca	91	5c	82	56	0e	97203
1462795665170937	1465	7f	45	40	8b	f7	58	97322
1462795665171043	1466	00	bb	33	81	ab	60	97441
1462795665171144	1467	ad	84	31	80	fe	36	97560
1462795665173783	1469	36	8a	e4	b7	6f	e5	97679
1462795665199789	1471	41	bf	ca	96	3a	f4	97798
1462795665226547	1475	9d	01	2a	00	02	00	97871
1462795665226742	1476	21	70	cb	c7	c8	5c	97990
1462795665226882	1477	be	e6	1e	90	ab	9d	98109
1462795665227037	1478	ca	91	5c	82	56	0e	98228
1462795665227165	1479	7f	45	40	8b	f7	58	98347
1462795665227313	1480	00	bb	33	81	ab	60	98466
1462795665227418	1481	ad	84	31	80	fe	36	98585
1462795665227788	1483	36	8a	e4	b7	6f	e5	98704
1462795665227889	1484	41	bf	ca	96	3a	f4	98823
1462795665279397	1490	9d	01	2a	00	02	00	98896
1462795665279546	1491	21	70	cb	c7	c8	5c	99015
1462795665279687	1492	be	e6	1e	90	ab	9d	99134
1462795665279798	1493	ca	91	5c	82	56	0e	99253
1462795665279947	1494	7f	45	40	8b	f7	58	99372
1462795665280076	1495	00	bb	33	81	ab	60	99491
1462795665280228	1496	ad	84	31	80	fe	36	99610
1462795665280333	1497	36	8a	e4	b7	6f	e5	99729
1462795665280440	1498	41	bf	ca	96	3a	f4	99848
1462795665329658	1504	9d	01	2a	00	02	00	99921
1462795665329810	1505	21	70	cb	c7	c8	5c	100040
1462795665329951	1506	be	e6	1e	90	ab	9d	100159
1462795665330078	1507	ca	91	5c	82	56	0e	100278
1462795665330212	1508	7f	45	40	8b	f7	58	100397
1462795665330360	1509	00	bb	33	81	ab	60	100516
1462795665330487	1510	ad	84	31	80	fe	36	100635
1462795665330593	1511	36	8a	e4	b7	6f	e5	100754
1462795665330695	1512	41	bf	ca	96	3a	f4	100873
1462795665378861	1518	9d	01	2a	00	02	00	100948
1462795665378980	1519	21	70	cb	c7	c8	5c	101069
1462795665379092	1520	be	e6	1e	90	ab	9d	101190
1462795665379227	1521	ca	91	5c	82	56	0e	101311
1462795665379387	1522	7f	45	40	8b	f7	58	101432
1462795665379542	1523	00	bb	33	81	ab	60	101553
1462795665379679	1524	ad	84	31	80	fe	36	101674
1462795665379786	1525	36	8a	e4	b7	6f	e5	101795
1462795665379886	1526	41	bf	ca	96	3a	f4	101916
1462795665432033	1534	9d	01	2a	00	02	00	101991
1462795665432176	1535	21	70	cb	c7	c8	5c	102110
1462795665432307	1536	be	e6	1e	90	ab	9d	102229
1462795665432442	1537	ca	91	5c	82	56	0e	102348
1462795665432568	1538	7f	45	40	8b	f7	58	102467
1462795665432703	1539	00	bb	33	81	ab	60	102586
1462795665432809	1540	ad	84	31	80	fe	36	102705
1462795665432911	1541	36	8a	e4	b7	6f	e5	102824
1462795665433011	1542	41	bf	ca	96	3a	f4	102943
1462795665480090	1548	9d	01	2a	00	02	00	103016
1462795665480236	1549	21	70	cb	c7	c8	5c	103135
1462795665480377	1550	be	e6	1e	90	ab	9d	103254
1462795665480508	1551	ca	91	5c	82	56	0e	103373
1462795665480640	1552	7f	45	40	8b	f7	58	103492
1462795665480781	1553	00	bb	33	81	ab	60	103611
1462795665480888	1554	ad	84	31	80	fe	36	103730
1462795665480992	1555	36	8a	e4	b7	6f	e5	103849
1462795665481092	1556	41	bf	ca	96	3a	f4	103968
1462795665532476	1562	9d	01	2a	00	02	00	104041
1462795665532622	1563	82	1f	50	43	ea	08	104160
1462795665532755	1564	7e	55	e2	df	c7	5b	104279
1462795665532911	1565	b5	b0	0a	bd	ba	2a	104398
1462795665533042	1566	d4	1f	de	82	63	38	104517
1462795665533180	1567	ef	b5	3b	ce	cf	fc	104636
1462795665533311	1568	42	77	ee	c2	5d	c9	104755
1462795665533416	1569	35	79	34	c1	07	30	104874
1462795665533519	1570	d8	92	90	d8	92	7a	104993
1462795665580016	1576	9d	01	2a	00	02	00	105078
1462795665580168	1577	82	1f	50	43	ea	08	105197
1462795665580285	1578	7e	55	e2	df	c7	5b	105316
1462795665580411	1579	b5	b0	0a	bd	ba	2a	105435
1462795665580520	1580	d4	1f	de	82	63	38	105554
1462795665580661	1581	ef	b5	3b	ce	cf	fc	105673
1462795665580766	1582	42	77	ee	c2	5d	c9	105792
1462795665580870	1583	35	79	34	c1	07	30	105911
1462795665580970	1584	d8	92	90	d8	92	7a	106030
1462795665629381	1590	9d	01	2a	00	02	00	106115
1462795665629531	1591	82	1f	50	43	ea	08	106234
1462795665629686	1592	7e	55	e2	df	c7	5b	106353
1462795665629840	1593	b5	b0	0a	bd	ba	2a	106472
1462795665629992	1594	d4	1f	de	82	63	38	106591
1462795665630124	1595	ef	b5	3b	ce	cf	fc	106710
1462795665630283	1596	42	77	ee	c2	5d	c9	106829
1462795665630389	1597	35	79	34	c1	07	30	106948
1462795665630493	1598	d8	92	90	d8	92	7a	107067
1462795665677845	1603	9d	01	2a	00	02	00	107152
1462795665677995	1604	82	1f	50	43	ea	08	107271
1462795665678155	1605	7e	55	e2	df	c7	5b	107390
1462795665678291	1606	b5	b0	0a	bd	ba	2a	107509
1462795665678421	1607	d4	1f	de	82	63	38	107628
1462795665678531	1608	ef	b5	3b	ce	cf	fc	107747
1462795665678659	1609	42	77	ee	c2	5d	c9	107866
1462795665678764	1610	35	79	34	c1	07	30	107985
1462795665678867	1611	d8	92	90	d8	92	7a	108104
1462795665725175	1614	9d	01	2a	00	02	00	108189
1462795665725317	1615	82	1f	50	43	ea	08	108308
1462795665725432	1616	7e	55	e2	df	c7	5b	108427
1462795665725556	1617	b5	b0	0a	bd	ba	2a	108546
1462795665725693	1618	d4	1f	de	82	63	38	108665
1462795665725818	1619	ef	b5	3b	ce	cf	fc	108784
1462795665725950	1620	42	77	ee	c2	5d	c9	108903
1462795665726101	1621	35	79	34	c1	07	30	109022
1462795665726206	1622	d8	92	90	d8	92	7a	109141
1462795665771218	1628	9d	01	2a	00	02	00	109226
1462795665771374	1629	82	1f	50	43	ea	08	109345
1462795665771513	1630	7e	55	e2	df	c7	5b	109464
1462795665771649	1631	b5	b0	0a	bd	ba	2a	109583
1462795665771777	1632	d4	1f	de	82	63	38	109702
1462795665771883	1633	ef	b5	3b	ce	cf	fc	109821
1462795665771986	1634	42	77	ee	c2	5d	c9	109940
1462795665772093	1635	35	79	34	c1	07	30	110059
1462795665772194	1636	d8	92	90	d8	92	7a	110178
1462795665822097	1642	9d	01	2a	00	02	00	110265
1462795665822244	1643	82	1f	50	43	ea	08	110386
1462795665822408	1644	7e	55	e2	df	c7	5b	110507
1462795665822517	1645	b5	b0	0a	bd	ba	2a	110628
1462795665822645	1646	d4	1f	de	82	63	38	110749
1462795665822789	1647	ef	b5	3b	ce	cf	fc	110870
1462795665822919	1648	42	77	ee	c2	5d	c9	110991
1462795665823048	1649	35	79	34	c1	07	30	111112
1462795665823155	1650	d8	92	90	d8	92	7a	111233
1462795665877494	1656	9d	01	2a	00	02	00	111320
1462795665877631	1657	82	1f	50	43	ea	08	111441
1462795665877760	1658	7e	55	e2	df	c7	5b	111562
1462795665877895	1659	b5	b0	0a	bd	ba	2a	111683
1462795665878050	1660	d4	1f	de	82	63	38	111804
1462795665878203	1661	ef	b5	3b	ce	cf	fc	111925
1462795665878335	1662	42	77	ee	c2	5d	c9	112046
1462795665878441	1663	35	79	34	c1	07	30	112167
1462795665878543	1664	d8	92	90	d8	92	7a	112288
1462795665927850	1672	9d	01	2a	00	02	00	112375
1462795665928006	1673	82	1f	50	43	ea	08	112496
1462795665928145	1674	7e	55	e2	df	c7	5b	112617
1462795665928280	1675	b5	b0	0a	bd	ba	2a	112738
1462795665928389	1676	d4	1f	de	82	63	38	112859
1462795665928523	1677	ef	b5	3b	ce	cf	fc	112980
1462795665928645	1678	42	77	ee	c2	5d	c9	113101
1462795665928776	1679	35	79	34	c1	07	30	113222
1462795665928881	1680	d8	92	90	d8	92	7a	113343
1462795665975183	1686	9d	01	2a	00	02	00	113428
1462795665975297	1687	82	1f	50	43	ea	08	113547
1462795665975460	1688	7e	55	e2	df	c7	5b	113666
1462795665975579	1689	b5	b0	0a	bd	ba	2a	113785
1462795665975700	1690	d4	1f	de	82	63	38	113904
1462795665975848	1691	ef	b5	3b	ce	cf	fc	114023
1462795665975969	1692	42	77	ee	c2	5d	c9	114142
1462795665976071	1693	35	79	34	c1	07	30	114261
1462795665976169	1694	d8	92	90	d8	92	7a	114380
1462795666023942	1700	9d	01	2a	00	02	00	114465
1462795666024094	1701	24	c9	05	45	b3	00	114584
1462795666024206	1702	f9	57	b7	d7	86	c5	114703
1462795666024332	1703	b2	df	a2	7a	e5	fe	114822
1462795666024484	1704	6c	e7	76	d8	d0	1a	114941
1462795666024593	1705	b3	ed	63	81	92	26	115060
1462795666024729	1706	6d	61	88	9b	41	58	115179
