1462795691814382	9047	13	10	4c	f1	eb	96	632928
1462795691814483	9048	c2	41	f2	87	7a	4e	633043
1462795691861114	9054	9d	01	2a	00	02	00	633184
1462795691861262	9055	64	a8	de	ce	59	48	633299
1462795691861396	9056	89	a5	bc	c1	93	f1	633414
1462795691861519	9057	25	0e	5a	b5	bc	c1	633529
1462795691861665	9058	fc	93	79	a7	e5	f8	633644
1462795691861773	9059	ab	99	59	6d	8f	74	633759
1462795691861880	9060	b8	89	b1	bb	e1	c2	633876
1462795691861980	9061	0a	21	18	a0	b0	0f	633993
1462795691862081	9062	e5	4b	04	88	8a	2a	634110
1462795691911889	9067	9d	01	2a	00	02	00	634227
1462795691912063	9068	3d	ce	38	8e	67	b2	634344
1462795691912178	9069	02	7c	72	c1	66	62	634461
1462795691912325	9070	14	67	5f	71	90	50	634578
1462795691912480	9071	ea	3c	f8	5e	21	27	634695
1462795691912613	9072	7e	08	f6	ed	d8	b2	634812
1462795691912756	9073	a0	8e	f4	80	5f	3d	634929
1462795691912890	9074	d5	a4	26	b4	00	7b	635046
1462795691912995	9075	90	e6	a5	d6	a5	d0	635163
1462795691967631	9082	9d	01	2a	00	02	00	635273
1462795691967770	9083	3d	ce	38	8e	67	b2	635388
1462795691967892	9084	02	7c	72	c1	66	62	635503
1462795691968032	9085	14	67	5f	71	90	50	635618
1462795691968170	9086	ea	3c	f8	5e	21	27	635733
1462795691968311	9087	7e	08	f6	ed	d8	b2	635848
1462795691968452	9088	a0	8e	f4	80	5f	3d	635963
1462795691968554	9089	d5	a4	26	b4	00	7b	636078
1462795691968652	9090	90	e6	a5	d6	a5	d0	636193
1462795692018749	9096	9d	01	2a	00	02	00	636303
1462795692018893	9097	d1	d3	47	7c	ba	1d	636418
1462795692019009	9098	e1	eb	15	e7	50	50	636533
1462795692019154	9099	93	1a	5f	29	37	de	636648
1462795692019286	9100	05	d4	b7	71	19	2e	636763
1462795692019422	9101	5d	08	ed	32	8f	59	636878
1462795692019553	9102	3b	2c	cc	18	8e	ed	636993
1462795692019663	9103	0d	e1	1c	8b	0c	c0	637108
1462795692019801	9104	ec	7f	61	2f	dd	2d	637223
1462795692019927	9105	26	19	73	12	5c	4a	637338
1462795692020052	9106	67	a5	6d	e0	f3	81	637453
1462795692068284	9112	9d	01	2a	00	02	00	637552
1462795692068436	9113	8f	b4	11	b3	46	ce	637667
1462795692068552	9114	33	12	70	88	3d	43	637782
1462795692068697	9115	2b	62	0e	10	58	60	637897
1462795692068825	9116	c9	de	51	bf	7d	2b	638012
1462795692068954	9117	85	3f	f7	9f	1e	7d	638127
1462795692069096	9118	7b	f4	7d	b5	c4	c8	638242
1462795692069226	9119	46	c8	99	f4	6b	68	638357
1462795692069363	9120	6c	79	8f	b1	45	4f	638472
1462795692069468	9121	ee	d2	b7	5f	33	ba	638587
1462795692069570	9122	79	45	61	e8	d7	50	638702
1462795692120120	9128	9d	01	2a	00	02	00	638774
1462795692120263	9129	0a	4c	e8	bf	43	a6	638889
1462795692120394	9130	ac	f0	8d	e1	55	65	639004
1462795692120563	9131	89	1a	91	b3	83	00	639119
1462795692120695	9132	64	e0	b3	32	c7	17	639234
1462795692120800	9133	c5	59	ab	5a	ee	e4	639349
1462795692120905	9134	5f	b7	13	00	f4	11	639464
1462795692121007	9135	35	dd	98	1a	38	29	639579
1462795692121105	9136	da	f4	bc	3e	93	b0	639694
1462795692121207	9137	9d	1a	e1	cb	d0	3c	639809
1462795692121307	9138	8a	30	f7	cd	11	21	639924
1462795692170859	9144	9d	01	2a	00	02	00	639972
1462795692171001	9145	bf	7c	ec	7e	f9	d8	640087
1462795692171116	9146	48	28	f2	3c	aa	51	640202
1462795692171263	9147	f9	c8	a3	9f	e9	e8	640317
1462795692171371	9148	8e	03	25	db	42	12	640432
1462795692171514	9149	b1	08	7c	2c	14	6b	640547
1462795692171637	9150	8a	ce	80	32	88	f0	640662
1462795692171746	9151	de	e3	bb	b8	3e	22	640777
1462795692171847	9152	c1	3f	e4	7f	ff	30	640892
1462795692171947	9153	fd	1d	88	c6	f9	0e	641007
1462795692221362	9158	9d	01	2a	00	02	00	641077
1462795692221505	9159	70	db	89	0c	e5	ee	641192
1462795692221637	9160	a7	00	47	7e	e5	65	641307
1462795692221760	9161	5b	33	19	69	6c	4e	641422
1462795692221908	9162	3e	f5	36	81	b7	98	641537
1462795692222032	9163	18	ff	15	61	ec	dc	641652
1462795692222156	9164	b9	e4	da	3d	ae	d5	641767
1462795692222262	9165	d7	4a	df	28	95	ef	641882
1462795692222365	9166	76	8a	13	07	a9	55	641997
1462795692222465	9167	bc	ed	14	c6	11	78	642112
1462795692252118	9173	b9	e4	da	3d	ae	d5	642158
1462795692276015	9174	9d	01	2a	00	02	00	642273
1462795692280046	9176	ef	6d	b2	46	d0	df	642388
1462795692280168	9177	e4	77	ed	f1	3f	22	642503
1462795692304046	9179	8b	11	f0	6f	48	1b	642618
1462795692304146	9180	5a	c1	eb	d8	cc	23	642733
1462795692307938	9182	b8	76	fb	04	3f	da	642848
1462795692309045	9184	69	8b	5a	b8	c6	84	642963
1462795692309167	9185	91	8d	80	ee	b7	23	643078
1462795692332043	9187	5b	e9	e2	f2	30	b5	643193
1462795692333044	9189	2e	9d	ec	91	35	59	643308
1462795692336030	9191	5f	2f	df	3b	1e	90	643423
1462795692337018	9193	69	23	c7	ce	ee	e8	643538
1462795692338042	9195	08	75	08	1d	32	61	643653
1462795692360022	9197	b1	13	c1	f5	f1	cf	643768
1462795692361051	9199	55	e1	b5	6c	04	36	643883
1462795692364056	9201	cc	d5	79	f9	d1	57	643998
1462795692365048	9203	21	a1	96	c3	5d	5b	644115
1462795692366022	9205	a6	e9	b4	95	cf	b7	644232
1462795692388036	9207	3d	ee	1e	63	47	09	644349
1462795692392034	9209	e9	fc	a3	27	20	e7	644466
1462795692392175	9210	30	dd	8b	ab	0a	8e	644583
1462795692394050	9212	5b	d2	21	04	94	36	644700
1462795692394150	9213	4d	7c	05	0d	42	a2	644817
1462795692420053	9217	09	6a	b3	7b	db	75	644934
1462795692420161	9218	ef	9d	dd	68	9c	8a	645051
1462795692422053	9220	96	7d	30	0c	47	8d	645168
1462795692422160	9221	db	af	ea	94	a0	d8	645285
1462795692448061	9223	c8	2f	fb	92	ee	10	645400
1462795692448169	9224	7f	8c	3b	b1	b9	db	645515
1462795692450054	9226	fa	37	a8	82	48	70	645630
1462795692450157	9227	54	73	11	cc	3d	a7	645745
1462795692476059	9229	f3	ae	74	5d	ed	f6	645860
1462795692476197	9230	46	8f	94	40	39	e8	645975
1462795692476300	9231	70	db	90	c8	1a	9c	646090
1462795692478063	9233	37	a8	f2	90	91	11	646205
1462795692478163	9234	ba	99	e8	94	de	43	646320
1462795692505065	9236	6e	6c	38	d9	51	44	646435
1462795692505170	9237	ab	6d	c1	df	de	c1	646550
1462795692505275	9238	5f	2a	7e	90	b5	7b	646665
1462795692505376	9239	66	c8	55	e7	30	51	646780
1462795692507081	9241	5c	cc	2a	02	5f	ce	646895
1462795692507185	9242	44	ec	72	ad	82	03	647010
1462795692534082	9244	34	e2	dc	8f	4c	ad	647125
1462795692534185	9245	1e	5c	7c	fe	fa	73	647240
1462795692534961	9247	e7	5f	14	ee	75	94	647355
1462795692535063	9248	53	a3	e2	c5	18	9d	647470
1462795692536078	9250	56	31	61	20	6e	c6	647585
1462795692536179	9251	b4	73	c8	c4	4c	19	647700
1462795692563087	9253	c1	f4	3d	0a	20	43	647815
1462795692563197	9254	bc	41	a6	c1	53	e3	647930
1462795692564084	9256	ea	cd	e1	f9	bb	bc	648045
1462795692564188	9257	28	70	89	00	04	93	648160
1462795692565091	9259	53	37	c7	09	75	f7	648275
1462795692565193	9260	47	8c	5a	02	4d	13	648390
1462795692592094	9262	9d	01	2a	00	02	00	648450
1462795692592215	9263	e9	8b	cb	28	7f	42	648565
1462795692593083	9265	91	b1	9b	7d	26	a9	648680
1462795692593187	9266	e2	a5	55	fa	04	21	648795
1462795692594089	9268	f7	83	20	24	c0	8a	648910
1462795692594193	9269	d9	bc	a2	d4	bf	61	649025
1462795692621120	9271	20	b3	b4	c6	fc	85	649140
1462795692621228	9272	9d	c2	2c	46	29	a7	649255
1462795692621352	9273	d3	8a	b6	fc	1c	07	649370
1462795692636626	9276	9d	01	2a	00	02	00	649409
1462795692636742	9277	6a	74	ff	bd	72	ec	649524
1462795692636892	9278	e2	44	45	02	fa	6c	649639
1462795692637002	9279	e5	64	0f	14	59	e1	649754
1462795692650076	9281	cf	db	ac	a5	84	a7	649869
1462795692650179	9282	95	7d	74	60	6f	8f	649984
1462795692650281	9283	c4	56	09	a8	4a	49	650099
1462795692666087	9285	9a	8d	95	3e	a5	6c	650214
1462795692666195	9286	a0	2b	67	28	b2	a3	650329
1462795692679036	9289	e2	44	45	02	fa	6c	650375
1462795692687213	9291	9d	01	2a	00	02	00	650490
1462795692694107	9293	6a	74	ff	bd	72	ec	650605
1462795692695096	9295	e2	44	45	02	fa	6c	650720
1462795692707060	9297	e5	64	0f	14	59	e1	650835
1462795692715053	9299	cf	db	ac	a5	84	a7	650950
1462795692715181	9300	95	7d	74	60	6f	8f	651065
1462795692722069	9302	c4	56	09	a8	4a	49	651180
1462795692723051	9304	9a	8d	95	3e	a5	6c	651295
1462795692734999	9306	a0	2b	67	28	b2	a3	651412
1462795692735120	9307	9d	01	2a	00	02	00	651460
1462795692743053	9309	26	59	fb	d3	c9	69	651577
1462795692744021	9311	d5	7e	7d	93	0e	66	651694
1462795692750069	9313	e1	60	c0	67	79	2d	651811
1462795692751048	9315	18	8a	e6	a4	f9	02	651928
1462795692764093	9317	b0	ea	c4	fa	eb	fb	652045
1462795692764220	9318	49	22	1a	a9	6c	cb	652162
1462795692771059	9320	54	ec	82	39	1c	6c	652279
1462795692778118	9322	a4	63	2f	ff	69	4e	652396
1462795692784109	9324	9d	01	2a	00	02	00	652448
1462795692792071	9326	d5	7e	7d	93	0e	66	652565
1462795692799079	9329	7c	94	38	36	ef	06	652682
1462795692806058	9331	0e	a8	b3	64	8a	d9	652799
1462795692812062	9333	e9	07	b2	30	c4	f8	652916
1462795692820155	9335	a9	c0	6c	c5	6b	d5	653033
1462795692827111	9337	aa	6e	b0	af	fe	0d	653150
1462795692827215	9338	e1	fe	36	94	27	43	653267
1462795692834108	9340	2f	f3	9b	61	d5	2c	653384
1462795692840019	9342	53	94	b2	4b	95	55	653501
1462795692848070	9344	9d	01	2a	00	02	00	653567
1462795692855081	9346	7c	94	38	36	ef	06	653684
1462795692856077	9348	0e	a8	b3	64	8a	d9	653801
1462795692862074	9350	e9	07	b2	30	c4	f8	653918
1462795692868081	9352	a9	c0	6c	c5	6b	d5	654035
1462795692876092	9354	aa	6e	b0	af	fe	0d	654150
1462795692883082	9356	e1	fe	36	94	27	43	654265
1462795692884182	9358	2f	f3	9b	61	d5	2c	654380
1462795692890120	9360	53	94	b2	4b	95	55	654497
1462795692896074	9362	9d	01	2a	00	02	00	654563
1462795692903977	9364	f4	61	78	e0	2e	fc	654680
1462795692904084	9365	d9	f7	89	51	1e	7c	654797
1462795692912028	9367	48	91	0e	e5	b2	58	654914
1462795692912156	9368	ec	e4	38	db	5f	83	655031
1462795692918097	9372	89	99	9f	12	86	90	655148
1462795692932101	9374	79	8c	69	b9	61	f3	655265
1462795692932252	9375	94	8a	77	56	8f	12	655382
1462795692940135	9377	46	86	53	42	4c	72	655499
1462795692950678	9379	9d	01	2a	00	02	00	655572
1462795692950829	9380	f4	61	78	e0	2e	fc	655687
1462795692950957	9381	d9	f7	89	51	1e	7c	655802
1462795692961057	9383	48	91	0e	e5	b2	58	655917
1462795692961162	9384	ec	e4	38	db	5f	83	656032
1462795692968068	9386	89	99	9f	12	86	90	656147
1462795692980039	9388	79	8c	69	b9	61	f3	656262
1462795692980161	9389	94	8a	77	56	8f	12	656377
1462795692980313	9390	46	86	53	42	4c	72	656492
1462795692997299	9393	9d	01	2a	00	02	00	656563
1462795692997444	9394	f4	61	78	e0	2e	fc	656678
1462795692997603	9395	d9	f7	89	51	1e	7c	656793
1462795692997727	9396	48	91	0e	e5	b2	58	656908
1462795693009116	9398	ec	e4	38	db	5f	83	657023
1462795693009291	9399	89	99	9f	12	86	90	657138
1462795693009417	9400	79	8c	69	b9	61	f3	657253
1462795693026049	9402	94	8a	77	56	8f	12	657368
1462795693026153	9403	46	86	53	42	4c	72	657483
1462795693053047	9406	9d	01	2a	00	02	00	657554
1462795693053193	9407	80	9d	90	13	b1	2f	657669
1462795693053325	9408	41	ca	16	d3	fe	c8	657784
1462795693053450	9409	99	58	e9	e0	04	78	657899
1462795693054075	9411	1c	c6	18	0c	49	5c	658014
1462795693054183	9412	33	6e	f8	5d	a7	b0	658129
1462795693055072	9414	c9	22	b5	60	3f	1f	658244
1462795693082076	9416	0d	63	82	10	13	03	658359
1462795693082176	9417	45	c1	e5	e2	0e	29	658474
1462795693105284	9420	9d	01	2a	00	02	00	658506
1462795693105433	9421	3e	75	17	e2	c5	d1	658621
1462795693105548	9422	04	39	6e	86	28	83	658736
1462795693105680	9423	06	2a	c4	f9	43	62	658851
1462795693110057	9425	49	3d	7a	4e	a5	95	658966
1462795693110203	9426	c5	a9	ee	f1	90	3a	659081
1462795693111043	9428	73	1f	4d	b1	a0	9d	659196
1462795693134059	9430	a0	d2	39	3a	13	d7	659311
1462795693134159	9431	d0	1f	aa	ad	5d	56	659426
1462795693155034	9434	9d	01	2a	00	02	00	659462
1462795693155183	9435	56	ac	1a	27	d9	4d	659577
1462795693155301	9436	19	ac	94	c3	da	10	659692
1462795693155430	9437	52	8f	77	26	c7	e3	659807
1462795693155537	9438	13	fd	2d	84	1f	a7	659922
1462795693162113	9440	93	c9	cc	5a	ce	94	660037
1462795693162252	9441	c9	42	0e	01	2b	fa	660152
1462795693163117	9443	04	4c	9c	5d	81	a8	660267
1462795693184070	9445	94	b4	f7	f4	9c	44	660382
1462795693205372	9449	9d	01	2a	00	02	00	660435
1462795693205518	9450	26	1b	4d	8e	f3	cb	660550
1462795693205647	9451	d7	ba	98	31	d9	74	660665
1462795693205820	9452	4f	5f	2d	06	82	a1	660780
1462795693205957	9453	5e	22	79	46	5e	41	660895
1462795693206090	9454	c5	ad	6d	eb	96	e0	661010
1462795693206195	9455	f4	e3	38	0e	c0	f1	661125
1462795693212073	9457	5d	fb	f1	70	6e	50	661240
1462795693234121	9459	47	41	92	66	87	af	661355
1462795693240080	9463	5e	22	79	46	5e	41	661456
1462795693252984	9464	9d	01	2a	00	02	00	661571
1462795693262060	9466	26	1b	4d	8e	f3	cb	661686
1462795693262165	9467	d7	ba	98	31	d9	74	661801
1462795693268086	9469	4f	5f	2d	06	82	a1	661916
1462795693281080	9471	5e	22	79	46	5e	41	662031
1462795693281195	9472	c5	ad	6d	eb	96	e0	662146
1462795693290083	9474	f4	e3	38	0e	c0	f1	662261
1462795693291080	9476	5d	fb	f1	70	6e	50	662376
1462795693296087	9478	47	41	92	66	87	af	662491
1462795693301216	9479	9d	01	2a	00	02	00	662592
1462795693309094	9481	26	1b	4d	8e	f3	cb	662707
1462795693310078	9483	d7	ba	98	31	d9	74	662822
1462795693318083	9485	4f	5f	2d	06	82	a1	662937
1462795693319097	9487	5e	22	79	46	5e	41	663052
1462795693324093	9489	c5	ad	6d	eb	96	e0	663167
1462795693329091	9491	f4	e3	38	0e	c0	f1	663282
1462795693337088	9493	5d	fb	f1	70	6e	50	663397
1462795693338093	9495	47	41	92	66	87	af	663512
1462795693351337	9498	9d	01	2a	00	02	00	663613
1462795693351455	9499	26	1b	4d	8e	f3	cb	663728
1462795693357088	9501	d7	ba	98	31	d9	74	663843
1462795693357190	9502	4f	5f	2d	06	82	a1	663958
1462795693366117	9504	5e	22	79	46	5e	41	664073
1462795693366218	9505	c5	ad	6d	eb	96	e0	664188
1462795693380101	9507	f4	e3	38	0e	c0	f1	664303
1462795693380201	9508	5d	fb	f1	70	6e	50	664420
1462795693386098	9510	47	41	92	66	87	af	664537
1462795693404721	9512	9d	01	2a	00	02	00	664640
1462795693404914	9513	26	1b	4d	8e	f3	cb	664757
1462795693405023	9514	d7	ba	98	31	d9	74	664874
1462795693409099	9516	4f	5f	2d	06	82	a1	664991
1462795693409200	9517	5e	22	79	46	5e	41	665108
1462795693414104	9519	c5	ad	6d	eb	96	e0	665225
1462795693434114	9523	f4	e3	38	0e	c0	f1	665342
1462795693434215	9524	5d	fb	f1	70	6e	50	665459
1462795693437110	9526	47	41	92	66	87	af	665576
1462795693460149	9528	9d	01	2a	00	02	00	665679
1462795693460352	9529	26	1b	4d	8e	f3	cb	665794
1462795693460464	9530	d7	ba	98	31	d9	74	665909
1462795693463112	9532	4f	5f	2d	06	82	a1	666024
1462795693463216	9533	5e	22	79	46	5e	41	666139
1462795693463323	9534	c5	ad	6d	eb	96	e0	666254
1462795693465090	9536	f4	e3	38	0e	c0	f1	666369
1462795693489117	9538	5d	fb	f1	70	6e	50	666484
1462795693489217	9539	47	41	92	66	87	af	666599
1462795693511416	9542	9d	01	2a	00	02	00	666700
1462795693511616	9543	0a	d8	85	d6	75	aa	666815
1462795693511727	9544	9a	29	e1	f1	81	fb	666930
1462795693511830	9545	29	a6	6e	b1	c4	a2	667045
1462795693517106	9547	94	74	ca	3f	f0	76	667160
1462795693517250	9548	51	b0	44	2b	a4	d1	667275
1462795693518129	9550	71	59	65	41	33	84	667390
1462795693540122	9552	bb	4b	06	2e	cf	cc	667505
1462795693540222	9553	7e	95	57	62	63	cb	667620
1462795693568138	9557	9d	01	2a	00	02	00	667702
1462795693568298	9558	0a	d8	85	d6	75	aa	667817
1462795693568408	9559	9a	29	e1	f1	81	fb	667932
1462795693568514	9560	29	a6	6e	b1	c4	a2	668047
1462795693568613	9561	94	74	ca	3f	f0	76	668162
1462795693568717	9562	51	b0	44	2b	a4	d1	668277
1462795693569022	9564	71	59	65	41	33	84	668392
1462795693597133	9566	bb	4b	06	2e	cf	cc	668507
1462795693597239	9567	7e	95	57	62	63	cb	668622
1462795693622912	9569	9d	01	2a	00	02	00	668704
1462795693623107	9570	0a	d8	85	d6	75	aa	668819
1462795693623221	9571	9a	29	e1	f1	81	fb	668934
1462795693623326	9572	29	a6	6e	b1	c4	a2	669049
1462795693625140	9574	94	74	ca	3f	f0	76	669164
1462795693625240	9575	51	b0	44	2b	a4	d1	669279
1462795693625341	9576	71	59	65	41	33	84	669394
1462795693626137	9578	bb	4b	06	2e	cf	cc	669509
1462795693652123	9580	7e	95	57	62	63	cb	669624
1462795693674140	9584	9d	01	2a	00	02	00	669706
1462795693674287	9585	0a	d8	85	d6	75	aa	669821
1462795693674473	9586	9a	29	e1	f1	81	fb	669936
1462795693674582	9587	29	a6	6e	b1	c4	a2	670051
1462795693674708	9588	94	74	ca	3f	f0	76	670166
1462795693674839	9589	51	b0	44	2b	a4	d1	670281
1462795693674948	9590	71	59	65	41	33	84	670396
1462795693680144	9592	bb	4b	06	2e	cf	cc	670511
1462795693703148	9594	7e	95	57	62	63	cb	670626
1462795693727356	9598	9d	01	2a	00	02	00	670708
1462795693727544	9599	0a	d8	85	d6	75	aa	670823
1462795693727659	9600	9a	29	e1	f1	81	fb	670938
1462795693727804	9601	29	a6	6e	b1	c4	a2	671053
1462795693727940	9602	94	74	ca	3f	f0	76	671168
1462795693728051	9603	51	b0	44	2b	a4	d1	671283
1462795693728174	9604	71	59	65	41	33	84	671398
1462795693731148	9606	bb	4b	06	2e	cf	cc	671513
1462795693756152	9608	7e	95	57	62	63	cb	671628
1462795693779492	9611	9d	01	2a	00	02	00	671710
1462795693779687	9612	0a	d8	85	d6	75	aa	671825
1462795693779799	9613	9a	29	e1	f1	81	fb	671940
1462795693779903	9614	29	a6	6e	b1	c4	a2	672055
1462795693780006	9615	94	74	ca	3f	f0	76	672170
1462795693780106	9616	51	b0	44	2b	a4	d1	672285
1462795693784156	9618	71	59	65	41	33	84	672400
1462795693784260	9619	bb	4b	06	2e	cf	cc	672515
1462795693808164	9621	7e	95	57	62	63	cb	672630
1462795693830747	9624	9d	01	2a	00	02	00	672712
1462795693830893	9625	0a	d8	85	d6	75	aa	672827
1462795693831024	9626	9a	29	e1	f1	81	fb	672942
1462795693831131	9627	29	a6	6e	b1	c4	a2	673057
1462795693831231	9628	94	74	ca	3f	f0	76	673172
1462795693831331	9629	51	b0	44	2b	a4	d1	673287
1462795693836170	9631	71	59	65	41	33	84	673402
1462795693836271	9632	bb	4b	06	2e	cf	cc	673517
1462795693836373	9633	7e	95	57	62	63	cb	673632
1462795693888269	9638	9d	01	2a	00	02	00	673714
1462795693888532	9639	0a	d8	85	d6	75	aa	673829
1462795693888648	9640	9a	29	e1	f1	81	fb	673946
1462795693888824	9641	29	a6	6e	b1	c4	a2	674063
1462795693888957	9642	94	74	ca	3f	f0	76	674180
1462795693889063	9643	51	b0	44	2b	a4	d1	674297
1462795693889164	9644	71	59	65	41	33	84	674414
1462795693889271	9645	bb	4b	06	2e	cf	cc	674531
1462795693889372	9646	7e	95	57	62	63	cb	674648
1462795693939599	9651	9d	01	2a	00	02	00	674732
1462795693939754	9652	0a	d8	85	d6	75	aa	674849
1462795693939908	9653	9a	29	e1	f1	81	fb	674966
1462795693940048	9654	29	a6	6e	b1	c4	a2	675083
1462795693940158	9655	94	74	ca	3f	f0	76	675200
1462795693940310	9656	51	b0	44	2b	a4	d1	675317
1462795693940441	9657	71	59	65	41	33	84	675434
1462795693940618	9658	bb	4b	06	2e	cf	cc	675551
1462795693940725	9659	7e	95	57	62	63	cb	675668
1462795693994949	9665	9d	01	2a	00	02	00	675752
1462795693995167	9666	0a	d8	85	d6	75	aa	675869
1462795693995331	9667	9a	29	e1	f1	81	fb	675986
1462795693995467	9668	29	a6	6e	b1	c4	a2	676103
1462795693995617	9669	94	74	ca	3f	f0	76	676220
1462795693995762	9670	51	b0	44	2b	a4	d1	676337
1462795693995909	9671	71	59	65	41	33	84	676454
1462795693996010	9672	bb	4b	06	2e	cf	cc	676571
1462795693996119	9673	7e	95	57	62	63	cb	676688
1462795694045278	9678	9d	01	2a	00	02	00	676772
1462795694045469	9679	d2	82	58	00	fe	b7	676889
1462795694045584	9680	b3	47	33	57	7c	2b	677006
1462795694045720	9681	5c	1d	0b	7e	9f	94	677123
1462795694045842	9682	71	39	2e	d5	9f	a1	677240
1462795694046016	9683	37	b7	57	aa	fb	6e	677357
1462795694046171	9684	ea	2e	d8	26	0f	0e	677474
1462795694046300	9685	fb	3f	c9	a2	6b	49	677589
1462795694046479	9686	56	4b	81	06	fe	3e	677704
1462795694093152	9691	9d	01	2a	00	02	00	677794
1462795694093315	9692	d2	82	58	00	fe	b7	677909
1462795694093458	9693	b3	47	33	57	7c	2b	678024
1462795694093598	9694	5c	1d	0b	7e	9f	94	678139
1462795694093707	9695	71	39	2e	d5	9f	a1	678254
1462795694093830	9696	37	b7	57	aa	fb	6e	678371
1462795694093967	9697	ea	2e	d8	26	0f	0e	678488
1462795694094076	9698	fb	3f	c9	a2	6b	49	678605
1462795694094224	9699	56	4b	81	06	fe	3e	678722
1462795694140553	9703	9d	01	2a	00	02	00	678814
1462795694140737	9704	d2	82	58	00	fe	b7	678931
1462795694140902	9705	b3	47	33	57	7c	2b	679048
1462795694141086	9706	5c	1d	0b	7e	9f	94	679165
1462795694141196	9707	71	39	2e	d5	9f	a1	679282
1462795694141331	9708	37	b7	57	aa	fb	6e	679399
1462795694141437	9709	ea	2e	d8	26	0f	0e	679516
1462795694141538	9710	fb	3f	c9	a2	6b	49	679633
1462795694141641	9711	56	4b	81	06	fe	3e	679750
1462795694189294	9716	9d	01	2a	00	02	00	679842
1462795694189442	9717	d2	82	58	00	fe	b7	679959
1462795694189578	9718	b3	47	33	57	7c	2b	680076
1462795694189719	9719	5c	1d	0b	7e	9f	94	680193
1462795694189848	9720	71	39	2e	d5	9f	a1	680310
1462795694190027	9721	37	b7	57	aa	fb	6e	680427
1462795694190161	9722	ea	2e	d8	26	0f	0e	680544
1462795694190268	9723	fb	3f	c9	a2	6b	49	680661
1462795694190369	9724	56	4b	81	06	fe	3e	680776
1462795694235910	9729	9d	01	2a	00	02	00	680866
1462795694236055	9730	d2	82	58	00	fe	b7	680981
1462795694236234	9731	b3	47	33	57	7c	2b	681096
1462795694236368	9732	5c	1d	0b	7e	9f	94	681211
1462795694236512	9733	71	39	2e	d5	9f	a1	681326
1462795694236661	9734	37	b7	57	aa	fb	6e	681441
1462795694236789	9735	ea	2e	d8	26	0f	0e	681556
1462795694236895	9736	fb	3f	c9	a2	6b	49	681671
1462795694236996	9737	56	4b	81	06	fe	3e	681786
1462795694284840	9741	9d	01	2a	00	02	00	681876
1462795694285028	9742	d2	82	58	00	fe	b7	681991
1462795694285173	9743	b3	47	33	57	7c	2b	682106
1462795694285364	9744	5c	1d	0b	7e	9f	94	682221
1462795694285515	9745	71	39	2e	d5	9f	a1	682336
1462795694285647	9746	37	b7	57	aa	fb	6e	682451
1462795694285756	9747	ea	2e	d8	26	0f	0e	682566
1462795694285862	9748	fb	3f	c9	a2	6b	49	682681
1462795694315163	9752	56	4b	81	06	fe	3e	682796
1462795694343245	9759	56	4b	81	06	fe	3e	682886
1462795694343936	9760	9d	01	2a	00	02	00	682976
1462795694344079	9761	d2	82	58	00	fe	b7	683091
1462795694344218	9762	b3	47	33	57	7c	2b	683206
1462795694344324	9763	5c	1d	0b	7e	9f	94	683321
1462795694344428	9764	71	39	2e	d5	9f	a1	683436
1462795694344529	9765	37	b7	57	aa	fb	6e	683551
1462795694371270	9767	ea	2e	d8	26	0f	0e	683666
1462795694371371	9768	fb	3f	c9	a2	6b	49	683781
1462795694372219	9770	56	4b	81	06	fe	3e	683896
1462795694382343	9776	9d	01	2a	00	02	00	683986
1462795694382489	9777	d2	82	58	00	fe	b7	684101
1462795694382637	9778	b3	47	33	57	7c	2b	684216
1462795694382742	9779	5c	1d	0b	7e	9f	94	684331
1462795694382843	9780	71	39	2e	d5	9f	a1	684446
1462795694382952	9781	37	b7	57	aa	fb	6e	684561
1462795694399254	9783	ea	2e	d8	26	0f	0e	684676
